file_path,class_name,package,LOC,WMC,METHODS,FIELDS,PRIVATE_METHODS,CBO,DIT,LCOM,TCC,ATFD,MAX_METHOD_LOC,NOC,project
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\main\java\picocli\codegen\util\package-info.java,package-info,picocli.codegen.util,1,0,0,0,0,1,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\main\java\picocli\codegen\util\Util.java,Util,picocli.codegen.util,30,0,0,0,0,9,0,0,5,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\main\java9\module-info.java,module-info,,19,0,0,0,0,39,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\DynamicProxyConfigGeneratorTest.java,DynamicProxyConfigGeneratorTest,picocli.codegen.aot.graalvm,65,5,5,0,2,15,0,0,8,7,13,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\Example.java,Example,picocli.codegen.aot.graalvm,74,3,3,2,0,38,0,1,5,3,8,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\ExampleInterface.java,ExampleInterface,picocli.codegen.aot.graalvm,62,1,1,0,0,21,0,0,4,3,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\Issue1274AbstractCommand.java,Issue1274AbstractCommand,picocli.codegen.aot.graalvm,13,1,1,0,1,6,0,0,0,0,2,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\Issue1274Command.java,Issue1274Command,picocli.codegen.aot.graalvm,5,0,0,0,0,3,1,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\Issue622AbstractCommand.java,Issue622AbstractCommand,picocli.codegen.aot.graalvm,10,0,0,0,0,4,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\Issue622App.java,Issue622App,picocli.codegen.aot.graalvm,5,0,0,0,0,5,1,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\Issue622Command1.java,Issue622Command1,picocli.codegen.aot.graalvm,5,0,0,0,0,3,1,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\Issue622Command2.java,Issue622Command2,picocli.codegen.aot.graalvm,8,0,0,0,0,5,1,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\Issue622Command2Sub.java,Issue622Command2Sub,picocli.codegen.aot.graalvm,8,0,0,0,0,4,1,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\Issue793Test.java,Issue793Test,picocli.codegen.aot.graalvm,95,1,1,0,0,12,0,0,3,1,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\Issue930Example.java,Issue930Example,picocli.codegen.aot.graalvm,15,1,1,0,0,4,0,0,1,0,3,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\Issue930Factory.java,Issue930Factory,picocli.codegen.aot.graalvm,14,0,0,0,0,6,0,0,2,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\ReflectionConfigGeneratorTest.java,ReflectionConfigGeneratorTest,picocli.codegen.aot.graalvm,104,8,8,0,2,15,0,0,8,20,21,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\aot\graalvm\ResourceConfigGeneratorTest.java,ResourceConfigGeneratorTest,picocli.codegen.aot.graalvm,75,5,5,0,2,15,0,0,8,7,23,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen\src\test\java\picocli\codegen\docgen\manpage\ManPageGeneratorTest.java,ManPageGeneratorTest,picocli.codegen.docgen.manpage,422,15,15,1,2,117,0,15,15,19,42,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\main\java\picocli\annotation\processing\tests\AnnotatedCommandSourceGenerator.java,AnnotatedCommandSourceGenerator,picocli.annotation.processing.tests,820,21,21,5,17,63,1,17,58,87,278,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\main\java\picocli\annotation\processing\tests\AnnotatedCommandSourceGeneratorProcessor.java,AnnotatedCommandSourceGeneratorProcessor,picocli.annotation.processing.tests,133,6,6,1,3,30,1,6,20,12,22,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\main\java\picocli\annotation\processing\tests\CommandSpec2YamlProcessor.java,CommandSpec2YamlProcessor,picocli.annotation.processing.tests,30,1,1,0,0,16,1,0,6,1,11,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\main\java\picocli\annotation\processing\tests\CommandSpecYamlPrinter.java,CommandSpecYamlPrinter,picocli.annotation.processing.tests,218,18,18,0,15,30,0,0,24,10,25,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\main\java\picocli\annotation\processing\tests\Resources.java,Resources,picocli.annotation.processing.tests,36,0,0,0,0,8,0,0,4,2,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\main\java\picocli\annotation\processing\tests\TypeImporter.java,TypeImporter,picocli.annotation.processing.tests,313,15,15,7,8,108,0,10,16,8,56,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\Issue1380Test.java,Issue1380Test,picocli,54,2,2,0,0,18,0,0,2,0,12,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\Issue1420Test.java,Issue1420Test,picocli,37,1,1,0,0,19,0,0,1,0,10,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\AbstractCommandSpecProcessorTest.java,AbstractCommandSpecProcessorTest,picocli.annotation.processing.tests,262,16,16,0,3,72,1,0,16,7,38,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\AnnotatedCommandSourceGeneratorProcessorTest.java,AnnotatedCommandSourceGeneratorProcessorTest,picocli.annotation.processing.tests,66,4,4,0,0,16,0,0,4,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\AnnotatedCommandSourceGeneratorTest.java,AnnotatedCommandSourceGeneratorTest,picocli.annotation.processing.tests,15,1,1,0,0,9,0,0,3,0,6,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\Example.java,Example,picocli.annotation.processing.tests,74,3,3,2,0,38,0,1,5,3,8,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\Issue1134Test.java,Issue1134Test,picocli.annotation.processing.tests,32,3,3,0,1,13,0,0,2,1,9,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\Issue1137Test.java,Issue1137Test,picocli.annotation.processing.tests,32,3,3,0,1,13,0,0,2,1,9,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\Issue1151Test.java,Issue1151Test,picocli.annotation.processing.tests,42,2,2,0,0,17,0,0,1,0,16,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\Issue1316Test.java,Issue1316Test,picocli.annotation.processing.tests,19,1,1,0,0,8,0,0,1,0,9,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\Issue1319Test.java,Issue1319Test,picocli.annotation.processing.tests,19,1,1,0,0,8,0,0,1,0,9,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\Issue1440Test.java,Issue1440Test,picocli.annotation.processing.tests,22,1,1,0,0,10,0,0,1,0,11,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\Issue1444Test.java,Issue1444Test,picocli.annotation.processing.tests,62,3,3,0,0,17,0,0,1,0,19,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\Issue1713Test.java,Issue1713Test,picocli.annotation.processing.tests,20,1,1,0,0,9,0,0,1,0,9,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\Issue769Test.java,Issue769Test,picocli.annotation.processing.tests,38,2,2,0,0,14,0,0,6,0,9,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\Issue777Test.java,Issue777Test,picocli.annotation.processing.tests,31,2,2,0,0,21,0,0,1,0,13,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\MixeeTest.java,MixeeTest,picocli.annotation.processing.tests,87,2,2,0,0,35,1,0,13,4,24,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\TypeImporterTest.java,TypeImporterTest,picocli.annotation.processing.tests,60,3,3,0,0,12,1,0,2,3,19,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\annotation\processing\tests\YamlAssert.java,YamlAssert,picocli.annotation.processing.tests,127,0,0,0,0,36,0,0,17,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\codegen\aot\graalvm\processor\NativeImageConfigGeneratorProcessorTest.java,NativeImageConfigGeneratorProcessorTest,picocli.codegen.aot.graalvm.processor,344,21,21,0,3,46,0,0,9,20,32,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\java\picocli\terminal\Size.java,Size,picocli.terminal,269,17,17,0,6,42,0,0,20,9,64,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\FileList.java,FileList,,58,1,1,4,0,36,0,0,8,5,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\generated\picocli\codegen\aot\graalvm\Example.java,Example,generated.picocli.codegen.aot.graalvm,38,2,2,0,0,11,0,0,0,0,2,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\generated\picocli\examples\PopulateFlagsMain.java,PopulateFlagsMain,generated.picocli.examples,14,0,0,3,0,4,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\generated\picocli\issue769\MyMixin.java,MyMixin,generated.picocli.issue769,8,0,0,0,0,3,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\generated\picocli\issue769\SubCommand.java,SubCommand,generated.picocli.issue769,8,0,0,0,0,4,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\codegen\aot\graalvm\Example.java,Example,picocli.codegen.aot.graalvm,62,3,3,2,0,18,0,1,4,1,8,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\codegen\graalvm\example\ExampleFull.java,ExampleFull,picocli.codegen.graalvm.example,116,4,4,2,0,42,0,2,5,1,10,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\codegen\graalvm\example\ExampleInterface.java,ExampleInterface,picocli.codegen.graalvm.example,61,1,1,0,0,20,0,0,4,3,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\PopulateFlagsMain.java,PopulateFlagsMain,picocli.examples,54,3,3,3,0,37,0,3,4,1,3,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\annotatedmethods\AnnotatedClassMethodOptions.java,AnnotatedClassMethodOptions,picocli.examples.annotatedmethods,97,0,0,0,0,15,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\annotatedmethods\AnnotatedInterfaceMethodOptions.java,AnnotatedInterfaceMethodOptions,picocli.examples.annotatedmethods,98,0,0,0,0,18,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\annotatedmethods\InvalidAnnotatedInterfaceMethodOptions.java,InvalidAnnotatedInterfaceMethodOptions,picocli.examples.annotatedmethods,24,0,0,0,0,15,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\logging\LoggingMixin.java,LoggingMixin,picocli.examples.logging,78,5,5,1,2,53,0,4,13,12,13,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\logging\LoggingSub.java,LoggingSub,picocli.examples.logging,29,1,1,1,0,13,0,0,3,1,7,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\logging\LoggingSubSub.java,LoggingSubSub,picocli.examples.logging,29,1,1,1,0,12,0,0,3,1,7,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\logging\MyApp.java,MyApp,picocli.examples.logging,35,2,2,1,0,24,0,2,4,2,7,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\messages\CommandWithBundle.java,CommandWithBundle,picocli.example.messages.CommandWithBundle,5,0,0,0,0,2,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\messages\CommandWithBundle2.java,CommandWithBundle2,picocli.example.messages.CommandWithBundle,5,0,0,0,0,3,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\mixin\CommandWithMixin.java,CommandWithMixin,picocli.examples.mixin,23,1,1,0,0,7,0,0,1,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\mixin\CommonOption.java,CommonOption,picocli.examples.mixin,8,0,0,0,0,4,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\subcommands\ParentCommandDemo.java,ParentCommandDemo,picocli.examples.subcommands,49,3,3,3,1,30,0,2,3,2,12,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\validation\Invalid.java,Invalid,picocli.examples.validation,65,0,0,0,0,10,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\validation\Invalid2.java,Invalid2,picocli.examples.validation,6,0,0,0,0,2,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\validation\Invalid3.java,Invalid3,picocli.examples.validation,7,1,1,0,0,2,0,0,0,0,2,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\validation\Invalid4.java,Invalid4,picocli.examples.validation,14,0,0,0,0,2,0,0,0,0,0,1,picocli
C:\Users\Poula\Downloads\code_smell_project\code_smell_project\projects\picocli\picocli-codegen-tests-java9plus\src\test\resources\picocli\examples\validation\InvalidFinal.java,InvalidFinal,picocli.examples.validation,79,0,0,36,0,5,0,0,0,0,0,1,picocli
